software,mode,session_id,status,started_at,ended_at,duration_seconds,computed_duration_seconds,duration_delta_seconds,main_process_name,main_process_pid,worker_process_name,worker_process_pid,source_path,evidence,notes
shotcut,process,shotcut_run004,ok,2026-04-10T11:29:45.208+08:00,2026-04-10T11:54:29.472+08:00,1484.264,1484.264,0.000,shotcut.exe,24928,melt.exe,28476,,worker_process_runtime,Measure only melt.exe instances started by Shotcut to avoid unrelated MLT jobs.
