software,mode,session_id,test_name,status,started_at,ended_at,duration_seconds,computed_duration_seconds,duration_delta_seconds,main_process_name,main_process_pid,worker_process_name,worker_process_pid,source_path,evidence,notes
shutter_encoder,process,shutter_encoder_two_4k_run001_session02,two_4k,ok,2026-04-13T15:03:03.451+08:00,2026-04-13T15:05:10.485+08:00,127.034,127.034,0.000,javaw.exe,2844,ffmpeg.exe,15728,,worker_process_runtime_longest,Measure only ffmpeg.exe instances started by Shutter Encoder (often launched from javaw.exe) to avoid unrelated transcodes.
