software,mode,session_id,status,started_at,ended_at,duration_seconds,computed_duration_seconds,duration_delta_seconds,main_process_name,main_process_pid,worker_process_name,worker_process_pid,source_path,evidence,notes
avidemux,log,avidemux_run005,ok,2026-04-09T09:14:05.595+08:00,2026-04-09T09:14:06.053+08:00,0.458,0.458,0.000,,,,,C:\Users\zhuangjh3\AppData\Local\avidemux\admlog.txt,avidemux_elapsed_100_percent_with_time_window,Prefer %LOCALAPPDATA% on Windows; %APPDATA%/Local is not a valid Local AppData path.
