software,mode,session_id,status,started_at,ended_at,duration_seconds,computed_duration_seconds,duration_delta_seconds,main_process_name,main_process_pid,worker_process_name,worker_process_pid,source_path,evidence,notes
shutter_encoder,process,shutter_encoder_run005,ok,2026-04-10T15:11:05.002+08:00,2026-04-10T15:12:52.907+08:00,107.905,107.905,0.000,javaw.exe,30204,ffmpeg.exe,17144,,worker_process_runtime_longest,Measure only ffmpeg.exe instances started by Shutter Encoder (often launched from javaw.exe) to avoid unrelated transcodes. Selected the longest matching worker runtime out of 3 captured workers to avoid auxiliary helper ffmpeg runs.
