software,mode,session_id,status,started_at,ended_at,duration_seconds,computed_duration_seconds,duration_delta_seconds,main_process_name,main_process_pid,worker_process_name,worker_process_pid,source_path,evidence,notes
handbrake,log,handbrake_run002,ok,2026-04-10T10:54:00.000+08:00,2026-04-10T10:54:58.000+08:00,58.000,58.000,0.000,,,,,C:\Users\zhuangjh3\AppData\Roaming\HandBrake\logs\澳大利亚维多利亚州 4K 3D1(2)_encode_04.10.2026 10-53-56.txt,work_markers,Prefer per-job log files under the logs directory and ignore generic activity logs by default.
