software,mode,session_id,status,started_at,ended_at,duration_seconds,computed_duration_seconds,duration_delta_seconds,main_process_name,main_process_pid,worker_process_name,worker_process_pid,source_path,evidence,notes
shutter_encoder,process,shutter_encoder_run002,ok,2026-04-10T14:41:39.097+08:00,2026-04-10T14:43:35.980+08:00,116.883,116.883,0.000,javaw.exe,30204,ffmpeg.exe,"23804, 12464, 28216, 18896, 23060, 20124, 29680, 32276",,worker_process_runtime_group,Measure only ffmpeg.exe instances started by Shutter Encoder (often launched from javaw.exe) to avoid unrelated transcodes. Aggregated 8 matching worker process runs into one session result.
