software,mode,session_id,status,started_at,ended_at,duration_seconds,computed_duration_seconds,duration_delta_seconds,main_process_name,main_process_pid,worker_process_name,worker_process_pid,source_path,evidence,notes
avidemux,log,avidemux_run004,ok,2026-04-09T09:11:17.242+08:00,2026-04-09T09:11:20.850+08:00,0.445,3.608,3.163,,,,,C:\Users\zhuangjh3\AppData\Local\avidemux\admlog.txt,avidemux_elapsed_100_percent_with_time_window,Prefer %LOCALAPPDATA% on Windows; %APPDATA%/Local is not a valid Local AppData path. Computed wall-clock duration differs from the Avidemux elapsed value by 3.163 seconds.
