software,mode,session_id,status,started_at,ended_at,duration_seconds,computed_duration_seconds,duration_delta_seconds,main_process_name,main_process_pid,worker_process_name,worker_process_pid,source_path,evidence,notes
handbrake,log,handbrake_run001,no_capture,,,,,,,,,,C:\Users\zhuangjh3\AppData\Roaming\HandBrake\logs\澳大利亚维多利亚州 4K 3D1(1)_encode_04.10.2026 10-12-55.txt,no_log_activity,Prefer per-job log files under the logs directory and ignore generic activity logs by default. No complete 'Starting work at'/'Finished work at' markers were captured.
